shelters[0].battery,1805555.9430726
shelters[1].battery,3361616.9886196
step_count,794
total_count,10914
cars_length,30
carNum0,6
carNum1,15
carNum2,8
bunsan,724640101383.84
shelters[0].battery,1348132.8928801
shelters[1].battery,3331233.4290296
step_count,652
total_count,9114
cars_length,30
carNum0,5
carNum1,16
carNum2,8
bunsan,1068075732942.3
shelters[0].battery,1118067.1255821
shelters[1].battery,3569843.0962662
step_count,825
total_count,10120
cars_length,30
carNum0,1
carNum1,18
carNum2,10
bunsan,2380208023356.4
shelters[0].battery,225540.72445149
shelters[1].battery,4001478.4275786
step_count,750
total_count,8846
cars_length,30
carNum0,10
carNum1,10
carNum2,9
bunsan,12131446403.288
shelters[0].battery,2249610.5584358
shelters[1].battery,2233414.8171437
step_count,702
total_count,8242
cars_length,30
carNum0,12
carNum1,11
carNum2,6
bunsan,354230505674.54
shelters[0].battery,2692467.5827124
shelters[1].battery,2472653.6941963
step_count,772
total_count,8685
cars_length,30
carNum0,10
carNum1,8
carNum2,11
bunsan,72555016098.768
shelters[0].battery,2241790.9973895
shelters[1].battery,1803181.8054529
step_count,845
total_count,8381
cars_length,30
carNum0,6
carNum1,13
carNum2,10
bunsan,413464636990.64
shelters[0].battery,1351042.5033164
shelters[1].battery,2922725.2886869
step_count,782
total_count,8217
cars_length,30
carNum0,7
carNum1,8
carNum2,14
bunsan,462739914462.33
shelters[0].battery,1571762.1325841
shelters[1].battery,1810291.9720157
step_count,730
total_count,6573
cars_length,30
carNum0,13
carNum1,5
carNum2,11
bunsan,581150532453.98
shelters[0].battery,2922370.3202163
shelters[1].battery,1128440.418741
step_count,769
total_count,5565
cars_length,30
carNum0,13
carNum1,10
carNum2,6
bunsan,418557791404.97
shelters[0].battery,2929337.09492
shelters[1].battery,2260588.8852502
step_count,552
total_count,6307
cars_length,30
carNum0,13
carNum1,9
carNum2,7
bunsan,315039067154.03
shelters[0].battery,2924831.5592265
shelters[1].battery,2027685.957144
step_count,772
total_count,8735
cars_length,30
carNum0,9
carNum1,12
carNum2,8
bunsan,143019471717.52
shelters[0].battery,2027354.3703693
shelters[1].battery,2680829.4995452
step_count,661
total_count,7439
cars_length,30
carNum0,7
carNum1,11
carNum2,11
bunsan,180437324763.74
shelters[0].battery,1569786.089578
shelters[1].battery,2481634.9503369
step_count,666
total_count,8605
cars_length,30
carNum0,12
carNum1,10
carNum2,7
bunsan,220003443856.18
shelters[0].battery,2696609.3072238
shelters[1].battery,2241817.1995047
step_count,780
total_count,9132
cars_length,30
carNum0,5
carNum1,17
carNum2,7
bunsan,1389404595354.8
shelters[0].battery,1126033.4573258
shelters[1].battery,3811483.0769688
step_count,785
total_count,8184
cars_length,30
carNum0,7
carNum1,8
carNum2,14
bunsan,461121126372.88
shelters[0].battery,1582164.8401672
shelters[1].battery,1800317.8507111
step_count,783
total_count,9133
cars_length,30
carNum0,8
carNum1,7
carNum2,14
bunsan,460296980784.14
shelters[0].battery,1803521.1169526
shelters[1].battery,1571427.5103288
step_count,753
total_count,7773
cars_length,30
carNum0,9
carNum1,6
carNum2,14
bunsan,531260724874.33
shelters[0].battery,2027554.47943
shelters[1].battery,1355862.8140346
step_count,773
total_count,7612
cars_length,30
carNum0,7
carNum1,11
carNum2,11
bunsan,178422583397.95
shelters[0].battery,1572869.1528958
shelters[1].battery,2478812.4739666
step_count,845
total_count,8044
cars_length,30
carNum0,11
carNum1,7
carNum2,11
bunsan,173545439755.9
shelters[0].battery,2473312.7194392
shelters[1].battery,1579264.9453637
step_count,326
total_count,5051
cars_length,30
carNum0,16
carNum1,8
carNum2,5
bunsan,1092871370470.3
shelters[0].battery,3607497.5637987
shelters[1].battery,1802277.7134717
step_count,771
total_count,7742
cars_length,30
carNum0,10
carNum1,13
carNum2,6
bunsan,430714078720.25
shelters[0].battery,2243673.9900684
shelters[1].battery,2933282.4724071
step_count,683
total_count,8574
cars_length,30
carNum0,3
carNum1,7
carNum2,19
bunsan,2296504876007.6
shelters[0].battery,674434.56897979
shelters[1].battery,1576382.7410861
step_count,773
total_count,7073
cars_length,30
carNum0,12
carNum1,11
carNum2,6
bunsan,358099801083.92
shelters[0].battery,2703923.1958783
shelters[1].battery,2477588.0908482
step_count,704
total_count,7411
cars_length,30
carNum0,15
carNum1,8
carNum2,6
bunsan,763969479248.84
shelters[0].battery,3379330.5709011
shelters[1].battery,1790983.7487484
step_count,811
total_count,8717
cars_length,30
carNum0,8
carNum1,10
carNum2,11
bunsan,71775157890.033
shelters[0].battery,1805577.2801935
shelters[1].battery,2240096.8345522
step_count,817
total_count,9588
cars_length,30
carNum0,3
carNum1,12
carNum2,14
bunsan,1132829611044.8
shelters[0].battery,676014.66793504
shelters[1].battery,2686519.6945556
step_count,649
total_count,7488
cars_length,30
carNum0,11
carNum1,11
carNum2,7
bunsan,181874202965.91
shelters[0].battery,2473862.6238578
shelters[1].battery,2469382.7505067
step_count,752
total_count,6867
cars_length,30
carNum0,11
carNum1,9
carNum2,9
bunsan,45325394170.829
shelters[0].battery,2474571.629749
shelters[1].battery,2032571.9218181
step_count,765
total_count,7942
cars_length,30
carNum0,10
carNum1,11
carNum2,8
bunsan,85765561399.691
shelters[0].battery,2246169.1531752
shelters[1].battery,2481804.8037828
step_count,639
total_count,7691
cars_length,30
carNum0,10
carNum1,11
carNum2,8
bunsan,86268219353.15
shelters[0].battery,2245090.6908465
shelters[1].battery,2484650.1425177
step_count,655
total_count,7800
cars_length,30
carNum0,10
carNum1,8
carNum2,11
bunsan,75029089348.785
shelters[0].battery,2242740.3197334
shelters[1].battery,1802322.0579402
step_count,746
total_count,8511
cars_length,30
carNum0,8
carNum1,7
carNum2,14
bunsan,464660359426.68
shelters[0].battery,1798529.0272583
shelters[1].battery,1576930.1146458
step_count,762
total_count,7037
cars_length,30
carNum0,13
carNum1,6
carNum2,10
bunsan,415802564917.56
shelters[0].battery,2922544.7577402
shelters[1].battery,1348384.5295872
step_count,988
total_count,8893
cars_length,30
carNum0,15
carNum1,7
carNum2,7
bunsan,724905673602.17
shelters[0].battery,3368842.0483997
shelters[1].battery,1560911.4815689
step_count,739
total_count,6778
cars_length,30
carNum0,7
carNum1,10
carNum2,12
bunsan,210611226525.86
shelters[0].battery,1574092.1390178
shelters[1].battery,2259642.9749038
step_count,805
total_count,7065
cars_length,30
carNum0,12
carNum1,9
carNum2,8
bunsan,146532411407.4
shelters[0].battery,2696528.9864059
shelters[1].battery,2030739.5756869
step_count,653
total_count,7192
cars_length,30
carNum0,7
carNum1,7
carNum2,15
bunsan,724196318084.02
shelters[0].battery,1571834.0794582
shelters[1].battery,1567845.2815846
step_count,657
total_count,7706
cars_length,30
carNum0,8
carNum1,13
carNum2,8
bunsan,293844673565.58
shelters[0].battery,1800597.5676634
shelters[1].battery,2935460.7156806
step_count,784
total_count,7684
cars_length,30
carNum0,12
carNum1,7
carNum2,10
bunsan,211416529284.14
shelters[0].battery,2697806.8950971
shelters[1].battery,1577099.3137905
step_count,668
total_count,6671
cars_length,30
carNum0,11
carNum1,9
carNum2,9
bunsan,45409280709.884
shelters[0].battery,2475480.4463523
shelters[1].battery,2030611.7545695
step_count,828
total_count,7360
cars_length,30
carNum0,14
carNum1,6
carNum2,9
bunsan,554138478602.25
shelters[0].battery,3149969.9440503
shelters[1].battery,1345797.7788074
step_count,784
total_count,8794
cars_length,30
carNum0,8
carNum1,7
carNum2,14
bunsan,459871934335.85
shelters[0].battery,1802014.2324839
shelters[1].battery,1576478.6737192
step_count,748
total_count,7214
cars_length,30
carNum0,9
carNum1,10
carNum2,10
bunsan,10645943860.812
shelters[0].battery,2026011.721669
shelters[1].battery,2247203.319754
step_count,837
total_count,6594
cars_length,30
carNum0,12
carNum1,10
carNum2,7
bunsan,215778010041.93
shelters[0].battery,2701118.6388092
shelters[1].battery,2253849.0364171
step_count,754
total_count,6958
cars_length,30
carNum0,14
carNum1,5
carNum2,10
bunsan,690086315111.96
shelters[0].battery,3159406.9772218
shelters[1].battery,1127229.6227366
step_count,775
total_count,8818
cars_length,30
carNum0,11
carNum1,9
carNum2,9
bunsan,47398020519.613
shelters[0].battery,2471264.5774182
shelters[1].battery,2027579.0408331
step_count,593
total_count,7200
cars_length,30
carNum0,11
carNum1,9
carNum2,9
bunsan,48387019349.889
shelters[0].battery,2482050.5714711
shelters[1].battery,2031076.1025655
step_count,828
total_count,8762
cars_length,30
carNum0,12
carNum1,8
carNum2,9
bunsan,131134859603.73
shelters[0].battery,2659878.9157102
shelters[1].battery,1804014.4452591
step_count,696
total_count,6716
cars_length,30
carNum0,13
carNum1,10
carNum2,6
bunsan,422410266217.65
shelters[0].battery,2925603.979433
shelters[1].battery,2256867.9716437
step_count,669
total_count,9456
cars_length,30
carNum0,4
carNum1,16
carNum2,9
bunsan,1178942692759.4
shelters[0].battery,907115.30310853
shelters[1].battery,3555374.0580862
step_count,925
total_count,9503
cars_length,30
carNum0,10
carNum1,9
carNum2,10
bunsan,10485087213.263
shelters[0].battery,2253145.9027166
shelters[1].battery,2018490.0410092
step_count,776
total_count,6394
cars_length,30
carNum0,9
carNum1,12
carNum2,8
bunsan,143209036888.58
shelters[0].battery,2030845.81173
shelters[1].battery,2694896.4778573
step_count,835
total_count,8358
cars_length,30
carNum0,9
carNum1,9
carNum2,11
bunsan,47121848589.986
shelters[0].battery,2025493.0057089
shelters[1].battery,2001400.3130725
step_count,919
total_count,8480
cars_length,30
carNum0,7
carNum1,9
carNum2,13
bunsan,307593780467.56
shelters[0].battery,1567578.9222989
shelters[1].battery,2027159.7718335
step_count,670
total_count,6391
cars_length,30
carNum0,10
carNum1,9
carNum2,10
bunsan,11199647719.909
shelters[0].battery,2254831.8475743
shelters[1].battery,2026059.0622889
step_count,718
total_count,8384
cars_length,30
carNum0,12
carNum1,8
carNum2,9
bunsan,152515942553.28
shelters[0].battery,2706375.4980925
shelters[1].battery,1797005.5839494
step_count,746
total_count,8792
cars_length,30
carNum0,8
carNum1,10
carNum2,11
bunsan,70402208321.867
shelters[0].battery,1803804.10941
shelters[1].battery,2253179.1259544
step_count,750
total_count,7983
cars_length,30
carNum0,10
carNum1,9
carNum2,10
bunsan,9321993046.4451
shelters[0].battery,2238638.7391264
shelters[1].battery,2031572.9562827
step_count,435
total_count,7256
cars_length,30
carNum0,11
carNum1,11
carNum2,7
bunsan,182163701823.3
shelters[0].battery,2461462.1131003
shelters[1].battery,2482124.8798424
step_count,894
total_count,7579
cars_length,30
carNum0,9
carNum1,10
carNum2,10
bunsan,11384246362.778
shelters[0].battery,2019844.2290345
shelters[1].battery,2246355.3741112
step_count,955
total_count,8081
cars_length,30
carNum0,8
carNum1,9
carNum2,12
bunsan,141741690524.25
shelters[0].battery,1801887.1068751
shelters[1].battery,2017707.3524537
step_count,640
total_count,8044
cars_length,30
carNum0,9
carNum1,9
carNum2,11
bunsan,41678087080.713
shelters[0].battery,2028117.6200334
shelters[1].battery,2017938.5873933
step_count,935
total_count,9015
cars_length,30
carNum0,11
carNum1,6
carNum2,12
bunsan,359865892885.22
shelters[0].battery,2471908.6551605
shelters[1].battery,1325285.9670394
step_count,715
total_count,8554
cars_length,30
carNum0,11
carNum1,10
carNum2,8
bunsan,85090835633.796
shelters[0].battery,2480552.0724045
shelters[1].battery,2237614.2326221
step_count,964
total_count,9793
cars_length,30
carNum0,8
carNum1,9
carNum2,12
bunsan,146321524528.79
shelters[0].battery,1792137.6932159
shelters[1].battery,2000789.6469348
